Actual Credit Score,Predicted Credit Score,Actual Creditworthiness,Predicted Creditworthiness
692,681.3278798643935,Bad,Bad
587,702.1464430729048,Bad,Good
794,793.3361768040515,Good,Good
612,624.3275954166548,Bad,Bad
809,743.2382399479048,Good,Good
535,569.465186956131,Bad,Bad
617,646.0585524479048,Bad,Bad
499,495.69822205978613,Bad,Bad
621,635.9058922710392,Bad,Bad
658,648.3197829166548,Bad,Bad
446,454.6645191473234,Bad,Bad
649,676.6156750757691,Bad,Bad
543,554.7249438831487,Bad,Bad
494,509.2886184142093,Bad,Bad
659,564.4071657343565,Bad,Bad
736,743.6206766174159,Good,Good
787,650.3967298835885,Good,Bad
626,591.8217319800765,Bad,Bad
529,592.4896840488591,Bad,Bad
560,557.2705704619887,Bad,Bad
503,456.35918477166683,Bad,Bad
712,654.1798700155443,Good,Bad
670,618.6696430308076,Bad,Bad
466,523.2551940864422,Bad,Bad
608,549.119517906494,Bad,Bad
471,511.7282094394841,Bad,Bad
712,614.1161696354048,Good,Bad
507,557.5961442391259,Bad,Bad
738,756.938889830844,Good,Good
779,740.7792555729048,Good,Good
449,493.4424480358937,Bad,Bad
612,626.0509491741573,Bad,Bad
666,665.4597306360213,Bad,Bad
527,537.5789622660072,Bad,Bad
817,859.404743854155,Good,Good
671,613.6225172916548,Bad,Bad
524,546.2450758854048,Bad,Bad
795,753.019978229155,Good,Good
487,556.9115590488591,Bad,Bad
490,511.2431227604049,Bad,Bad
573,581.4688067679455,Bad,Bad
582,619.4838444560669,Bad,Bad
758,757.995564166655,Good,Good
527,514.3568890729796,Bad,Bad
517,534.2450758854048,Bad,Bad
623,604.7997633854048,Bad,Bad
770,786.3099542986107,Good,Good
506,529.5888226667296,Bad,Bad
498,498.8925093137432,Bad,Bad
828,772.5677667986107,Good,Good
486,445.36384145511175,Bad,Bad
820,811.025837604155,Good,Good
610,687.3573805729048,Bad,Bad
792,715.6664626041548,Good,Good
663,658.5824782291548,Bad,Bad
745,722.3333917986107,Good,Good
805,794.2316314906952,Good,Good
532,531.1088286641735,Bad,Bad
612,583.519617069471,Bad,Bad
530,548.0141188541548,Bad,Bad
776,737.4744764495024,Good,Good
662,642.0326735416548,Bad,Bad
600,617.6044472397392,Bad,Bad
821,777.8995004681053,Good,Good
812,780.811970416655,Good,Good
508,518.3153883854048,Bad,Bad
772,791.1711439460885,Good,Good
538,570.9402231157551,Bad,Bad
535,551.2558296007195,Bad,Bad
591,589.2069899479048,Bad,Bad
638,662.0878503387528,Bad,Bad
748,731.9812118486263,Good,Good
480,512.0185101667296,Bad,Bad
479,496.9771494480456,Bad,Bad
472,551.8559157291548,Bad,Bad
709,698.0178894797205,Good,Bad
731,692.9272047916548,Good,Bad
529,536.1361891666548,Bad,Bad
557,558.4403644239337,Bad,Bad
640,608.7364862042231,Bad,Bad
602,553.5077711979048,Bad,Bad
741,658.1317946354048,Good,Bad
645,715.2987666581631,Bad,Good
503,536.5063717861422,Bad,Bad
770,745.1747633854048,Good,Good
599,547.3046055643541,Bad,Bad
792,792.211872760405,Good,Good
710,610.8266188541548,Good,Bad
452,501.06590085843266,Bad,Bad
552,532.7899977604048,Bad,Bad
614,660.7387282291548,Bad,Bad
825,819.743122760405,Good,Good
675,655.2887374287518,Bad,Bad
431,503.80395375637755,Bad,Bad
801,773.6849361908538,Good,Good
517,471.77718796956776,Bad,Bad
806,758.0162843195951,Good,Good
562,643.7428266186412,Bad,Bad
505,522.0448773542296,Bad,Bad
666,659.0299306334398,Bad,Bad
719,679.5551344791548,Good,Bad
586,615.7812086979048,Bad,Bad
458,477.8739821354049,Bad,Bad
682,618.1480245196071,Bad,Bad
575,577.8429318527914,Bad,Bad
662,664.5429689585801,Bad,Bad
512,519.8153883854048,Bad,Bad
696,690.3852126041548,Bad,Bad
591,620.9062086979048,Bad,Bad
552,551.6024977604048,Bad,Bad
806,817.1688999244698,Good,Good
773,726.8383376041548,Good,Good
490,505.5752196362059,Bad,Bad
560,569.4667348301091,Bad,Bad
654,666.5573424633075,Bad,Bad
432,521.8212477604048,Bad,Bad
578,631.9874351873764,Bad,Bad
423,454.3632192051091,Bad,Bad
613,595.846453821444,Bad,Bad
821,742.9242751041548,Good,Good
512,519.2235915104048,Bad,Bad
435,563.8983961979048,Bad,Bad
489,490.283953821444,Bad,Bad
546,600.3515211979048,Bad,Bad
535,531.6548371296009,Bad,Bad
562,572.5058692508918,Bad,Bad
540,564.6103102604048,Bad,Bad
500,573.1454665104048,Bad,Bad
678,656.3193427505223,Bad,Bad
575,559.7016078415509,Bad,Bad
521,518.7245680729048,Bad,Bad
701,676.7062782962561,Good,Bad
809,793.0820353426486,Good,Good
567,580.9979425798607,Bad,Bad
501,705.9042555729048,Bad,Good
557,529.3886273542296,Bad,Bad
524,543.1181227604048,Bad,Bad
796,800.5859370784847,Good,Good
777,770.8234432082454,Good,Good
512,533.1181227604048,Bad,Bad
824,821.538044635405,Good,Good
436,439.65876876310506,Bad,Bad
539,569.5912672916548,Bad,Bad
578,586.8554351259494,Bad,Bad
602,599.1007956319481,Bad,Bad
718,686.7893080085885,Good,Bad
581,542.4359938541548,Bad,Bad
696,683.2773024479048,Bad,Bad
586,543.7704665104048,Bad,Bad
587,542.9159743229048,Bad,Bad
562,596.7011154938593,Bad,Bad
581,571.6883961327632,Bad,Bad
825,827.2137855904914,Good,Good
586,597.9677135803944,Bad,Bad
705,568.4809157291548,Good,Bad
521,485.7470082676091,Bad,Bad
753,715.3830010893407,Good,Good
547,598.9576467544018,Bad,Bad
441,470.746844446444,Bad,Bad
808,797.527309215971,Good,Good
574,627.6571852604048,Bad,Bad
550,607.8266440711643,Bad,Bad
607,566.3358722364337,Bad,Bad
631,610.677071758718,Bad,Bad
641,602.2431749189032,Bad,Bad
524,546.8739821354048,Bad,Bad
814,782.423786822905,Good,Good
626,687.5263258854048,Bad,Bad
696,677.4926579782602,Bad,Bad
546,589.4706618229048,Bad,Bad
679,660.82618454911,Bad,Bad
671,675.097351751383,Bad,Bad
743,695.7548415104048,Good,Bad
316,480.3695876041549,Bad,Bad
784,775.7511279574069,Good,Good
472,543.7959584629216,Bad,Bad
663,588.9067117410634,Bad,Bad
808,816.1772950900973,Good,Good
700,672.3185620801828,Good,Bad
419,284.91652217390634,Bad,Bad
800,835.0687433611107,Good,Good
522,509.8060902988591,Bad,Bad
584,714.7069102187836,Bad,Good
474,555.420589440693,Bad,Bad
679,516.5313751332627,Bad,Bad
524,531.7958571354048,Bad,Bad
654,646.3631664652814,Bad,Bad
577,592.7827083274502,Bad,Bad
654,650.3792446888745,Bad,Bad
816,812.482868854155,Good,Good
565,618.3320847906147,Bad,Bad
646,639.8472407651753,Bad,Bad
524,437.83347949946244,Bad,Bad
761,765.923786822905,Good,Good
820,789.927693072905,Good,Good
524,537.9540602604048,Bad,Bad
746,766.5297017738367,Good,Good
797,761.497029010405,Good,Good
753,695.5355051508589,Good,Bad
686,662.4447829166548,Bad,Bad
524,532.1278883854048,Bad,Bad
789,789.8578164875257,Good,Good
589,469.6811762231989,Bad,Bad
495,544.7621657291548,Bad,Bad
555,471.3626886736107,Bad,Bad
524,500.7255446354049,Bad,Bad
733,673.9643141666548,Good,Bad
786,737.6849157071543,Good,Good
508,534.4364821354048,Bad,Bad
559,527.6777009181126,Bad,Bad
562,596.6044508854048,Bad,Bad
487,494.0574029154235,Bad,Bad
555,468.3564669505711,Bad,Bad
546,516.2904860416548,Bad,Bad
502,538.5722035801091,Bad,Bad
646,656.2607008854048,Bad,Bad
538,506.6852111081232,Bad,Bad
773,749.739131063138,Good,Good
792,774.037762332621,Good,Good
569,596.3880166685959,Bad,Bad
687,756.0396364370195,Bad,Good
453,488.2875563541549,Bad,Bad
739,748.5396552282338,Good,Good
604,617.2421461979048,Bad,Bad
517,543.5058180729048,Bad,Bad
737,733.3515035517478,Good,Good
509,472.2926841664209,Bad,Bad
537,506.3959564826597,Bad,Bad
704,647.5420646897436,Good,Bad
575,587.3852126041548,Bad,Bad
425,491.9149770176091,Bad,Bad
666,599.0565584908151,Bad,Bad
785,767.449177447905,Good,Good
688,620.5233961979048,Bad,Bad
793,694.5009352604048,Good,Bad
499,515.3173415104048,Bad,Bad
559,528.6391757993885,Bad,Bad
504,504.8817914167296,Bad,Bad
825,792.860310260405,Good,Good
649,597.659056666471,Bad,Bad
556,570.9189040104048,Bad,Bad
508,536.4247633854048,Bad,Bad
502,532.6161696354048,Bad,Bad
605,596.0736891666548,Bad,Bad
557,571.4058122540464,Bad,Bad
441,523.2933949863591,Bad,Bad
508,483.5421742832341,Bad,Bad
597,615.8084009446552,Bad,Bad
811,780.118717275542,Good,Good
648,743.9330641666548,Bad,Good
521,523.1278676426091,Bad,Bad
584,565.8544508854048,Bad,Bad
509,495.8959340488591,Bad,Bad
627,640.2834560821929,Bad,Bad
805,777.1755878871394,Good,Good
791,728.6874586979048,Good,Good
737,735.6103499418297,Good,Good
402,429.9784399876284,Bad,Bad
524,536.0439040104048,Bad,Bad
818,813.181111041655,Good,Good
554,543.4638258854048,Bad,Bad
505,522.6181227604048,Bad,Bad
577,620.5310115493905,Bad,Bad
791,794.619587604155,Good,Good
432,469.1224965488591,Bad,Bad
550,526.0683180729048,Bad,Bad
630,624.9164626041548,Bad,Bad
571,545.7879088977116,Bad,Bad
526,522.2920921689738,Bad,Bad
639,598.9326706351953,Bad,Bad
505,513.0243727604048,Bad,Bad
650,657.1596266666548,Bad,Bad
539,582.3007399479048,Bad,Bad
789,765.727986041655,Good,Good
484,482.5641896095427,Bad,Bad
771,805.860798541655,Good,Good
643,668.3627516666548,Bad,Bad
709,656.7969715965032,Good,Bad
505,538.3817738926091,Bad,Bad
517,549.6034503614337,Bad,Bad
536,532.4232997584023,Bad,Bad
506,504.4408766666549,Bad,Bad
553,475.0471753602393,Bad,Bad
737,669.5697829166548,Good,Bad
824,824.035114947905,Good,Good
641,606.4716383854048,Bad,Bad
819,821.606892291655,Good,Good
573,476.42658906565146,Bad,Bad
568,521.698289504121,Bad,Bad
444,465.073064264557,Bad,Bad
498,566.7709340488591,Bad,Bad
533,577.5502309238591,Bad,Bad
594,611.2257088748029,Bad,Bad
567,533.3968195469056,Bad,Bad
612,680.6092558002234,Bad,Bad
818,800.966755572905,Good,Good
546,596.8009014344262,Bad,Bad
813,821.895954791655,Good,Good
509,553.5267511736107,Bad,Bad
524,504.9748561003359,Bad,Bad
596,497.99497659915806,Bad,Bad
485,493.4930597673607,Bad,Bad
440,301.22787056181335,Bad,Bad
785,724.9940993229048,Good,Good
702,673.3636652361107,Good,Bad
636,697.7909193568408,Bad,Bad
574,622.7464385364515,Bad,Bad
604,719.3031183611107,Bad,Good
770,742.4584839297195,Good,Good
517,544.4774977604048,Bad,Bad
684,644.2797438541548,Bad,Bad
610,604.1726847545924,Bad,Bad
571,555.7333363926091,Bad,Bad
611,607.1518141666548,Bad,Bad
520,526.5878495606229,Bad,Bad
809,832.642048541655,Good,Good
508,544.7216383854048,Bad,Bad
650,628.1094458247168,Bad,Bad
757,737.2802321354048,Good,Good
732,752.4137229658631,Good,Good
562,570.5287465488591,Bad,Bad
833,843.1737238298607,Good,Good
591,586.9184157291548,Bad,Bad
509,521.8757924472966,Bad,Bad
720,688.6782789437646,Good,Bad
814,810.7083021358424,Good,Good
807,761.767048541655,Good,Good
829,820.692829791655,Good,Good
726,685.8549391666548,Good,Bad
318,485.9302053949609,Bad,Bad
704,680.1466074821911,Good,Bad
456,495.80814201728606,Bad,Bad
539,564.8388051426091,Bad,Bad
576,517.8118238090101,Bad,Bad
745,780.6324364922796,Good,Good
628,625.8305251041548,Bad,Bad
492,482.5866262371434,Bad,Bad
701,706.2470290104048,Good,Good
521,578.8897621620122,Bad,Bad
578,566.7450758854048,Bad,Bad
662,581.6242689460885,Bad,Bad
463,508.7723988926091,Bad,Bad
503,510.7665602604049,Bad,Bad
376,471.3075551426091,Bad,Bad
531,520.6503253614337,Bad,Bad
521,569.0708835915732,Bad,Bad
461,579.0897817051091,Bad,Bad
615,568.6171264809194,Bad,Bad
752,780.173298541655,Good,Good
487,571.9232777988591,Bad,Bad
510,557.5487868229048,Bad,Bad
682,601.6690520719397,Bad,Bad
829,834.4973572167074,Good,Good
535,541.2412429033202,Bad,Bad
649,634.2265211979048,Bad,Bad
480,453.2710309341874,Bad,Bad
637,621.5354509259214,Bad,Bad
786,737.5793470710885,Good,Good
517,534.1415602604048,Bad,Bad
552,481.6410466747059,Bad,Bad
673,718.8835028579261,Bad,Good
500,535.0194899479048,Bad,Bad
699,690.8219997447891,Bad,Bad
740,752.2083131202941,Good,Good
524,492.9576994926306,Bad,Bad
577,574.1329774551289,Bad,Bad
500,501.3363637363591,Bad,Bad
517,573.4970290104048,Bad,Bad
810,820.1250033478034,Good,Good
812,815.589314166655,Good,Good
715,691.0774190832398,Good,Bad
485,503.4657790104049,Bad,Bad
552,550.5282790104048,Bad,Bad
727,665.5883376041548,Good,Bad
827,786.318806354155,Good,Good
779,760.273884479155,Good,Good
536,555.0975480361999,Bad,Bad
799,913.0635288854,Good,Good
684,637.6288649479048,Bad,Bad
524,539.8661696354048,Bad,Bad
622,549.7561223040002,Bad,Bad
411,472.90938483895536,Bad,Bad
539,552.4965022882382,Bad,Bad
804,815.857868854155,Good,Good
605,545.1292550376002,Bad,Bad
788,752.8464369148385,Good,Good
592,652.8959304821292,Bad,Bad
538,506.1576735416549,Bad,Bad
437,513.8797802165992,Bad,Bad
647,647.7034688999704,Bad,Bad
826,797.4055189460885,Good,Good
563,491.4735707676091,Bad,Bad
506,557.1747633854048,Bad,Bad
533,585.0898024479048,Bad,Bad
385,492.2177321354049,Bad,Bad
517,533.4521071354048,Bad,Bad
430,503.04540914651534,Bad,Bad
568,582.8951528013282,Bad,Bad
714,697.8208529121248,Good,Bad
643,657.6597220537697,Bad,Bad
531,527.7196395849504,Bad,Bad
625,633.3849034919872,Bad,Bad
546,609.3185126805331,Bad,Bad
524,546.4931227604048,Bad,Bad
697,678.0738816981403,Bad,Bad
644,624.3129469791548,Bad,Bad
646,586.4451004954739,Bad,Bad
520,523.5233710196864,Bad,Bad
632,586.4999586979048,Bad,Bad
523,582.9405967468531,Bad,Bad
646,633.735409409303,Bad,Bad
432,495.2133168613591,Bad,Bad
478,501.9750356113591,Bad,Bad
593,566.5067946354048,Bad,Bad
561,544.9798592764045,Bad,Bad
720,595.3432204166548,Good,Bad
552,556.4091383854048,Bad,Bad
650,632.8855962108286,Bad,Bad
757,822.258747760405,Good,Good
425,451.9741243100084,Bad,Bad
492,513.1474196354048,Bad,Bad
521,514.2475140729796,Bad,Bad
672,671.3429793600279,Bad,Bad
517,549.6708571354048,Bad,Bad
599,529.0580609479796,Bad,Bad
646,634.5057973301091,Bad,Bad
643,563.8986987921791,Bad,Bad
577,544.3420151701386,Bad,Bad
795,780.8844237297932,Good,Good
605,610.6684157291548,Bad,Bad
515,387.7733961979049,Bad,Bad
513,550.0077711979048,Bad,Bad
703,711.2773024479048,Good,Good
564,573.3356410132563,Bad,Bad
491,503.4735915104049,Bad,Bad
783,778.4876274609337,Good,Good
768,669.8554274479048,Good,Bad
492,518.5692946354048,Bad,Bad
565,560.085652985373,Bad,Bad
576,544.4016402527276,Bad,Bad
669,632.9008703403704,Bad,Bad
825,767.2850942051091,Good,Good
750,713.2465407291548,Good,Good
631,597.225200800566,Bad,Bad
816,785.359333697905,Good,Good
462,420.6102353846537,Bad,Bad
670,646.3447242303585,Bad,Bad
796,778.9251424051572,Good,Good
672,672.0685734692338,Bad,Bad
667,539.7272059974093,Bad,Bad
570,539.5560902988591,Bad,Bad
388,401.4789418613591,Bad,Bad
664,668.2401679740692,Bad,Bad
651,653.4491774479048,Bad,Bad
732,702.3998610416548,Good,Good
589,619.5551137363591,Bad,Bad
595,587.0990797916548,Bad,Bad
524,531.6825758854048,Bad,Bad
584,573.2494496738591,Bad,Bad
662,651.819134746296,Bad,Bad
728,730.0197327857845,Good,Good
615,664.5365797916548,Bad,Bad
812,854.014118854155,Good,Good
796,795.162068072905,Good,Good
656,719.8739191423607,Bad,Good
802,760.7290802088799,Good,Good
508,545.2567946354048,Bad,Bad
499,496.9006361335885,Bad,Bad
571,593.6473748520104,Bad,Bad
816,803.0996396084479,Good,Good
806,819.489704791655,Good,Good
524,531.9325758854048,Bad,Bad
629,610.7187422187338,Bad,Bad
528,525.5380458521523,Bad,Bad
467,564.2797231113591,Bad,Bad
509,522.6279023389744,Bad,Bad
488,527.6698566114337,Bad,Bad
526,519.5522047916548,Bad,Bad
815,795.197712604155,Good,Good
421,478.6342152988591,Bad,Bad
578,539.360445153685,Bad,Bad
532,511.5312086979049,Bad,Bad
781,758.308528253935,Good,Good
598,591.469988977694,Bad,Bad
512,523.7489821354048,Bad,Bad
676,695.2586545106303,Bad,Bad
584,595.2032111708087,Bad,Bad
517,607.9335524479048,Bad,Bad
553,613.8390599965293,Bad,Bad
751,704.4105798927928,Good,Good
796,834.925739947905,Good,Good
539,495.30409170493533,Bad,Bad
745,735.5425082623706,Good,Good
791,841.774372760405,Good,Good
762,705.8700758854048,Good,Good
810,760.572712604155,Good,Good
564,559.1479079166548,Bad,Bad
635,617.7816969791548,Bad,Bad
605,586.0443922916548,Bad,Bad
635,576.2001846148388,Bad,Bad
561,579.0637251409246,Bad,Bad
557,537.1991774479048,Bad,Bad
524,548.4482008854048,Bad,Bad
512,542.1903883854048,Bad,Bad
716,602.2138258854048,Good,Bad
589,502.5025762435919,Bad,Bad
648,560.1654860416548,Bad,Bad
555,645.2840245836743,Bad,Bad
742,675.7421461979048,Good,Bad
525,501.5927321354049,Bad,Bad
325,435.3876507917296,Bad,Bad
822,777.951618854155,Good,Good
587,547.1994068388213,Bad,Bad
539,588.8166517585885,Bad,Bad
797,835.8336980786132,Good,Good
765,746.2714430729048,Good,Good
499,530.8896071354048,Bad,Bad
482,499.7597243229049,Bad,Bad
625,652.480731165194,Bad,Bad
508,542.4579665104048,Bad,Bad
708,751.158650104155,Good,Good
775,765.233845416655,Good,Good
379,486.9389235416549,Bad,Bad
627,626.0782503488155,Bad,Bad
508,527.7201735416548,Bad,Bad
740,707.6747633854048,Good,Good
542,511.62273023467225,Bad,Bad
596,647.1564320957341,Bad,Bad
759,798.9432973301091,Good,Good
477,469.3720082676091,Bad,Bad
572,536.7506271678459,Bad,Bad
592,630.4701735416548,Bad,Bad
717,737.1460561191716,Good,Good
832,813.511189166655,Good,Good
670,621.077032057203,Bad,Bad
810,702.5854079166548,Good,Good
690,633.3729848301091,Bad,Bad
526,606.6711402822733,Bad,Bad
501,431.51232995265724,Bad,Bad
471,387.8398880111668,Bad,Bad
783,697.7751878019277,Good,Bad
561,607.9867751041548,Bad,Bad
552,554.8661696354048,Bad,Bad
498,581.1044508854048,Bad,Bad
676,689.8217360416548,Bad,Bad
830,865.0589044905753,Good,Good
469,535.5260018197182,Bad,Bad
822,804.134236041655,Good,Good
698,703.8847883168376,Bad,Good
561,530.0514832466528,Bad,Bad
659,610.4566967185401,Bad,Bad
577,609.5682769983471,Bad,Bad
596,605.1541925798607,Bad,Bad
517,529.5458571354048,Bad,Bad
500,517.2545926274814,Bad,Bad
494,529.1142165104048,Bad,Bad
504,524.7528883854048,Bad,Bad
494,526.1786696354048,Bad,Bad
789,832.642536822905,Good,Good
820,780.4537514672726,Good,Good
808,794.252888385405,Good,Good
657,679.8418664439786,Bad,Bad
581,594.1040686522034,Bad,Bad
541,610.5560480486107,Bad,Bad
459,439.19224093851415,Bad,Bad
515,541.2602126041548,Bad,Bad
663,638.6049391666548,Bad,Bad
814,761.5821320637599,Good,Good
587,590.2973070595582,Bad,Bad
560,570.697942711341,Bad,Bad
732,691.2675124997259,Good,Bad
595,530.076325782314,Bad,Bad
633,637.1562086979048,Bad,Bad
497,544.3637282291548,Bad,Bad
715,744.9980055729048,Good,Good
486,488.3314386736107,Bad,Bad
649,619.5219313541548,Bad,Bad
756,728.5639658359031,Good,Good
551,502.04491475612315,Bad,Bad
824,821.1407911244584,Good,Good
747,752.9569915434057,Good,Good
814,738.5424391666548,Good,Good
659,633.2584379432227,Bad,Bad
536,545.8271071354048,Bad,Bad
531,542.930419971935,Bad,Bad
517,526.8427321354048,Bad,Bad
552,549.2040602604048,Bad,Bad
553,589.206836012803,Bad,Bad
732,749.5869317737886,Good,Good
720,717.8046558580304,Good,Good
512,502.1503493229049,Bad,Bad
438,470.9076735416549,Bad,Bad
669,588.0855056717636,Bad,Bad
531,578.6884352604048,Bad,Bad
805,811.834431354155,Good,Good
580,575.618855318323,Bad,Bad
698,691.2179283970386,Bad,Bad
590,488.69150340401904,Bad,Bad
700,782.172810260405,Good,Good
640,694.1711328062745,Bad,Bad
818,700.1209894548607,Good,Good
806,801.0964946120832,Good,Good
763,741.4833571354048,Good,Good
798,766.574177447905,Good,Good
723,727.7176176409579,Good,Good
620,569.7582465631036,Bad,Bad
685,687.3429480425393,Bad,Bad
581,523.5812794532927,Bad,Bad
574,623.9691969791548,Bad,Bad
820,804.5528807225633,Good,Good
573,537.5067738926091,Bad,Bad
586,577.8981478784254,Bad,Bad
822,797.0977360225446,Good,Good
675,722.9945783563596,Bad,Good
533,579.1171366951389,Bad,Bad
567,609.4669433902524,Bad,Bad
585,597.6291972745572,Bad,Bad
802,781.491993529181,Good,Good
559,571.2645167359036,Bad,Bad
797,769.9572394831459,Good,Good
466,464.0412277853158,Bad,Bad
715,743.8114781423891,Good,Good
499,485.35188971319616,Bad,Bad
540,544.8949782291548,Bad,Bad
638,559.6844624097766,Bad,Bad
530,541.4887042676837,Bad,Bad
521,558.9482008854048,Bad,Bad
609,582.5215937520809,Bad,Bad
517,544.4501540104048,Bad,Bad
566,544.3701289730961,Bad,Bad
808,779.024861041655,Good,Good
645,670.6755665469512,Bad,Bad
759,782.029743854155,Good,Good
545,398.25208489657746,Bad,Bad
678,702.5360915104048,Bad,Good
573,496.13905143879737,Bad,Bad
508,537.7690016666548,Bad,Bad
590,573.3716040363626,Bad,Bad
767,757.0457916244959,Good,Good
752,712.4843336979048,Good,Good
810,752.0264425245205,Good,Good
528,556.9804274479048,Bad,Bad
506,558.2110365644705,Bad,Bad
790,801.27718382928,Good,Good
627,625.3701746422863,Bad,Bad
830,858.669392291655,Good,Good
748,668.6772047916548,Good,Bad
498,496.97310444590227,Bad,Bad
697,649.3044920123599,Bad,Bad
500,515.8954665104048,Bad,Bad
825,843.3548737548429,Good,Good
645,641.4925151706836,Bad,Bad
604,634.3935133854048,Bad,Bad
677,717.1766528233804,Bad,Good
558,495.80164759238824,Bad,Bad
502,513.8935133854048,Bad,Bad
690,689.4701691062321,Bad,Bad
642,676.036304852618,Bad,Bad
759,763.0648371111107,Good,Good
663,690.90297472525,Bad,Bad
769,773.9999208711333,Good,Good
508,522.4677321354048,Bad,Bad
519,519.7382367292296,Bad,Bad
752,733.1634172321831,Good,Good
737,751.322712604155,Good,Good
611,575.9298720056479,Bad,Bad
581,564.7252283856064,Bad,Bad
822,786.548786822905,Good,Good
524,522.3373578229796,Bad,Bad
519,529.4047231113591,Bad,Bad
552,556.4677321354048,Bad,Bad
637,660.3720290104048,Bad,Bad
606,595.6304274538443,Bad,Bad
754,720.7355970710885,Good,Good
415,468.0580434238591,Bad,Bad
461,490.40380758401534,Bad,Bad
588,535.7558092398565,Bad,Bad
562,581.3351838052205,Bad,Bad
671,647.1249586979048,Bad,Bad
752,742.1142165104048,Good,Good
833,849.7224257751884,Good,Good
819,818.259724322905,Good,Good
814,726.3760094800407,Good,Good
728,738.6889235416548,Good,Good
636,583.7265211979048,Bad,Bad
517,549.0751540104048,Bad,Bad
651,696.3545295023416,Bad,Bad
654,631.9402958328094,Bad,Bad
508,585.0868727604048,Bad,Bad
452,470.2473744785466,Bad,Bad
737,685.3813063541548,Good,Bad
795,768.7793299562422,Good,Good
516,542.6947829166548,Bad,Bad
385,452.1874379551091,Bad,Bad
602,615.8905804792296,Bad,Bad
711,630.8432204166548,Good,Bad
796,792.931111041655,Good,Good
511,346.3710524479049,Bad,Bad
512,495.5839223301091,Bad,Bad
565,567.5751559351063,Bad,Bad
800,731.2561343422725,Good,Good
500,537.0448598301091,Bad,Bad
504,392.4244523304665,Bad,Bad
524,542.8036696354048,Bad,Bad
605,660.7323805729048,Bad,Bad
642,629.5300204532106,Bad,Bad
827,862.1050016579285,Good,Good
779,758.2364050577255,Good,Good
556,598.6518141666548,Bad,Bad
552,580.9565016666548,Bad,Bad
609,631.4208526999822,Bad,Bad
641,626.7509352604048,Bad,Bad
703,662.3800224648918,Good,Bad
554,556.5729768010406,Bad,Bad
710,660.7768156738538,Good,Bad
649,624.3280836979048,Bad,Bad
641,622.9808527361107,Bad,Bad
490,560.5565993229048,Bad,Bad
520,520.0936847364337,Bad,Bad
793,765.337664758944,Good,Good
497,523.1928310084023,Bad,Bad
653,655.9244985019841,Bad,Bad
517,535.1689040104048,Bad,Bad
648,628.2315723498132,Bad,Bad
453,470.1317706739338,Bad,Bad
543,548.1283735462026,Bad,Bad
662,714.9925546471616,Bad,Good
812,795.572224322905,Good,Good
578,608.8093055944669,Bad,Bad
804,753.6736404010987,Good,Good
524,535.6122633854048,Bad,Bad
682,663.8730266967875,Bad,Bad
519,533.6654860416548,Bad,Bad
645,635.3755104359113,Bad,Bad
800,797.952899133944,Good,Good
525,537.1630446354048,Bad,Bad
567,543.9467360416548,Bad,Bad
460,294.6904560226435,Bad,Bad
832,822.391071979155,Good,Good
725,679.3688796265286,Good,Bad
618,607.4477126041548,Bad,Bad
606,620.5032388931138,Bad,Bad
517,540.6596266666548,Bad,Bad
675,647.2773334965957,Bad,Bad
497,560.4399001041548,Bad,Bad
548,580.1444899479048,Bad,Bad
637,640.7690016666548,Bad,Bad
541,555.629146162215,Bad,Bad
584,562.461688196444,Bad,Bad
723,723.5561110416548,Good,Good
539,471.8606615615329,Bad,Bad
672,645.8051344791548,Bad,Bad
575,600.4682204166548,Bad,Bad
521,570.9696852604048,Bad,Bad
476,464.5453688541549,Bad,Bad
826,804.554646197905,Good,Good
757,804.8606891651008,Good,Good
821,777.877400104155,Good,Good
507,532.9719400767743,Bad,Bad
447,495.9127797519841,Bad,Bad
793,766.4781634757844,Good,Good
510,504.3431996738591,Bad,Bad
541,645.1757399479048,Bad,Bad
773,767.749470416655,Good,Good
488,502.1884352604049,Bad,Bad
449,231.9195555089155,Bad,Bad
721,726.7235407331674,Good,Good
524,534.3778883854048,Bad,Bad
536,624.5526930729048,Bad,Bad
740,615.4782728523385,Good,Bad
505,535.9133719987623,Bad,Bad
811,677.878192102694,Good,Bad
713,741.7716778036832,Good,Good
638,618.2787220807969,Bad,Bad
517,517.9149977604048,Bad,Bad
411,371.2844743634214,Bad,Bad
636,645.3959144604514,Bad,Bad
735,675.3202711979048,Good,Bad
649,649.5131422916548,Bad,Bad
783,797.3703237967529,Good,Good
816,804.888142291655,Good,Good
520,532.2640981113591,Bad,Bad
516,553.5019118229048,Bad,Bad
508,531.3524977604048,Bad,Bad
667,648.6298415104048,Bad,Bad
545,594.0688063541548,Bad,Bad
703,749.923786822905,Good,Good
687,681.2037843195951,Bad,Bad
763,727.1289671946276,Good,Good
517,541.4794508854048,Bad,Bad
524,543.7196852604048,Bad,Bad
574,561.6649996729427,Bad,Bad
604,661.8651930729048,Bad,Bad
811,867.513630572905,Good,Good
509,572.7948805729048,Bad,Bad
801,791.051976729759,Good,Good
620,638.7699782291548,Bad,Bad
656,616.3237810040464,Bad,Bad
829,818.9307754289737,Good,Good
798,661.8417555729048,Good,Bad
583,623.4706921848708,Bad,Bad
823,836.657673541655,Good,Good
651,567.8451735416548,Bad,Bad
744,713.8641957676091,Good,Good
480,504.724688311271,Bad,Bad
